compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
caffeine,1588,cytochrome P450 family 19 subfamily A member 1,CYP19A1,P11511,P11511;A8K6W3;Q05CU4;Q8IYG4;Q8TCA4
caffeine,1589,cytochrome P450 family 21 subfamily A member 2,CYP21A2,P08686,P08686;Q08AG9
caffeine,1589,cytochrome P450 family 21 subfamily A member 2,CYP21A2,P08686,P08686;Q08AG9
caffeine,1601,DAB adaptor protein 2,DAB2,P98082,P98082;B2RAW0
caffeine,1601,DAB adaptor protein 2,DAB2,P98082,P98082;B2RAW0
caffeine,1603,defender against cell death 1,DAD1,P61803,P61803;Q53G02
caffeine,1603,defender against cell death 1,DAD1,P61803,P61803;Q53G02
caffeine,1609,diacylglycerol kinase theta,DGKQ,P52824,P52824;A0A140VKC1;Q59FF7
caffeine,1609,diacylglycerol kinase theta,DGKQ,P52824,P52824;A0A140VKC1;Q59FF7
caffeine,1613,death associated protein kinase 3,DAPK3,O43293,O43293;B3KNJ3
caffeine,1613,death associated protein kinase 3,DAPK3,O43293,O43293;B3KNJ3
caffeine,1616,death domain associated protein,DAXX,Q9UER7,Q9UER7;A0A024RCS3;B4E1C1;Q53F85
caffeine,1616,death domain associated protein,DAXX,Q9UER7,Q9UER7;A0A024RCS3;B4E1C1;Q53F85
caffeine,1627,drebrin 1,DBN1,Q16643,Q16643
caffeine,1627,drebrin 1,DBN1,Q16643,Q16643
caffeine,1632,enoyl-CoA delta isomerase 1,ECI1,P42126,P42126;A0A384NKJ3
caffeine,1632,enoyl-CoA delta isomerase 1,ECI1,P42126,P42126;A0A384NKJ3
caffeine,1633,deoxycytidine kinase,DCK,P27707,P27707;B4E0A5;F5CTF3
caffeine,1633,deoxycytidine kinase,DCK,P27707,P27707;B4E0A5;F5CTF3
caffeine,1636,angiotensin I converting enzyme,ACE,P12821,P12821;B4DKH4
caffeine,1636,angiotensin I converting enzyme,ACE,P12821,P12821;B4DKH4
caffeine,1638,dopachrome tautomerase,DCT,P40126,P40126
caffeine,1638,dopachrome tautomerase,DCT,P40126,P40126
caffeine,1638,dopachrome tautomerase,DCT,P40126,P40126
caffeine,1638,dopachrome tautomerase,DCT,P40126,P40126
caffeine,1654,DEAD-box helicase 3 X-linked,DDX3X,O00571,O00571;A0A2R8YDT5;A0A2R8YFS5
caffeine,1654,DEAD-box helicase 3 X-linked,DDX3X,O00571,O00571;A0A2R8YDT5;A0A2R8YFS5
caffeine,1655,DEAD-box helicase 5,DDX5,P17844,P17844;J3KTA4
caffeine,1655,DEAD-box helicase 5,DDX5,P17844,P17844;J3KTA4
caffeine,1657,Dmx like 1,DMXL1,Q9Y485,Q9Y485;B2RWN7;F1T0K4;F5H269
caffeine,1657,Dmx like 1,DMXL1,Q9Y485,Q9Y485;B2RWN7;F1T0K4;F5H269
caffeine,1659,DEAH-box helicase 8,DHX8,Q14562,Q14562;B7Z8F4;F5H658;K7END7;Q05CV4;Q86YB2
caffeine,1659,DEAH-box helicase 8,DHX8,Q14562,Q14562;B7Z8F4;F5H658;K7END7;Q05CV4;Q86YB2
caffeine,1662,DEAD-box helicase 10,DDX10,Q13206,Q13206
caffeine,1662,DEAD-box helicase 10,DDX10,Q13206,Q13206
caffeine,1675,complement factor D,CFD,P00746,P00746;A6XNE2;K7ERG9
caffeine,1675,complement factor D,CFD,P00746,P00746;A6XNE2;K7ERG9
caffeine,1676,DNA fragmentation factor subunit alpha,DFFA,O00273,O00273
caffeine,1676,DNA fragmentation factor subunit alpha,DFFA,O00273,O00273
caffeine,1678,translocase of inner mitochondrial membrane 8A,TIMM8A,O60220,O60220;A0A2R8YDA8
caffeine,1678,translocase of inner mitochondrial membrane 8A,TIMM8A,O60220,O60220;A0A2R8YDA8
caffeine,1687,gasdermin E,GSDME,O60443,O60443;A4FVA8
caffeine,1687,gasdermin E,GSDME,O60443,O60443;A4FVA8
caffeine,1690,cochlin,COCH,O43405,O43405;A0A2U3TZE7
caffeine,1690,cochlin,COCH,O43405,O43405;A0A2U3TZE7
caffeine,1717,7-dehydrocholesterol reductase,DHCR7,Q9UBM7,Q9UBM7;A0A024R5F7;A0A804HI25;A0A804HJQ7;A0A8I5KRR9;E9PM00
caffeine,1717,7-dehydrocholesterol reductase,DHCR7,Q9UBM7,Q9UBM7;A0A024R5F7;A0A804HI25;A0A804HJQ7;A0A8I5KRR9;E9PM00
caffeine,1718,24-dehydrocholesterol reductase,DHCR24,Q15392,Q15392
caffeine,1718,24-dehydrocholesterol reductase,DHCR24,Q15392,Q15392
caffeine,1723,dihydroorotate dehydrogenase (quinone),DHODH,Q02127,Q02127
caffeine,1723,dihydroorotate dehydrogenase (quinone),DHODH,Q02127,Q02127
caffeine,1728,NAD(P)H quinone dehydrogenase 1,NQO1,P15559,P15559;B4DLR8
caffeine,1728,NAD(P)H quinone dehydrogenase 1,NQO1,P15559,P15559;B4DLR8
caffeine,1728,NAD(P)H quinone dehydrogenase 1,NQO1,P15559,P15559;B4DLR8
caffeine,1728,NAD(P)H quinone dehydrogenase 1,NQO1,P15559,P15559;B4DLR8
caffeine,1728,NAD(P)H quinone dehydrogenase 1,NQO1,P15559,P15559;B4DLR8
caffeine,1728,NAD(P)H quinone dehydrogenase 1,NQO1,P15559,P15559;B4DLR8
caffeine,1729,diaphanous related formin 1,DIAPH1,O60610,O60610;A0A2R8Y5N1;Q6URC4
caffeine,1729,diaphanous related formin 1,DIAPH1,O60610,O60610;A0A2R8Y5N1;Q6URC4
caffeine,1736,dyskerin pseudouridine synthase 1,DKC1,O60832,O60832;A0A8Q3SIY6
caffeine,1736,dyskerin pseudouridine synthase 1,DKC1,O60832,O60832;A0A8Q3SIY6
caffeine,1739,discs large MAGUK scaffold protein 1,DLG1,Q12959,Q12959;A0A0C4DFT3;A0A590UJ08;A0A590UJ68;A0A590UJD9;A0A590UJX2;A0A590UK48;A0A590UKA8;B4DF78
caffeine,1739,discs large MAGUK scaffold protein 1,DLG1,Q12959,Q12959;A0A0C4DFT3;A0A590UJ08;A0A590UJ68;A0A590UJD9;A0A590UJX2;A0A590UK48;A0A590UKA8;B4DF78
caffeine,1746,distal-less homeobox 2,DLX2,Q07687,Q07687;Q53QU7;X5D7D8
caffeine,1746,distal-less homeobox 2,DLX2,Q07687,Q07687;Q53QU7;X5D7D8
caffeine,1756,dystrophin,DMD,P11532,P11532;A0A087WV90;A0A0S2Z3B5;A0A0S2Z3J7;A0A5H1ZRP9;A0A5H1ZRQ1;A0A5H1ZRQ8;A0A5H1ZRR9;A0A804HKY9;A7E212;Q16484;Q4G0X0
caffeine,1756,dystrophin,DMD,P11532,P11532;A0A087WV90;A0A0S2Z3B5;A0A0S2Z3J7;A0A5H1ZRP9;A0A5H1ZRQ1;A0A5H1ZRQ8;A0A5H1ZRR9;A0A804HKY9;A7E212;Q16484;Q4G0X0
caffeine,1762,"DM1 locus, WD repeat containing",DMWD,Q09019,Q09019;Q8WUW6
caffeine,1762,"DM1 locus, WD repeat containing",DMWD,Q09019,Q09019;Q8WUW6
caffeine,1778,dynein cytoplasmic 1 heavy chain 1,DYNC1H1,Q14204,Q14204
caffeine,1778,dynein cytoplasmic 1 heavy chain 1,DYNC1H1,Q14204,Q14204
caffeine,1781,dynein cytoplasmic 1 intermediate chain 2,DYNC1I2,Q13409,Q13409;A0A140VKE9;B4DPZ3
caffeine,1781,dynein cytoplasmic 1 intermediate chain 2,DYNC1I2,Q13409,Q13409;A0A140VKE9;B4DPZ3
caffeine,1783,dynein cytoplasmic 1 light intermediate chain 2,DYNC1LI2,O43237,O43237
caffeine,1783,dynein cytoplasmic 1 light intermediate chain 2,DYNC1LI2,O43237,O43237
caffeine,1785,dynamin 2,DNM2,P50570,P50570;Q8N1K8
caffeine,1785,dynamin 2,DNM2,P50570,P50570;Q8N1K8
caffeine,1786,DNA methyltransferase 1,DNMT1,P26358,P26358;I6L9H2;Q59FP7
caffeine,1786,DNA methyltransferase 1,DNMT1,P26358,P26358;I6L9H2;Q59FP7
caffeine,1786,DNA methyltransferase 1,DNMT1,P26358,P26358;I6L9H2;Q59FP7
caffeine,1786,DNA methyltransferase 1,DNMT1,P26358,P26358;I6L9H2;Q59FP7
caffeine,1788,DNA methyltransferase 3 alpha,DNMT3A,Q9Y6K1,Q9Y6K1;A0A0C4DG02;F8WE91;Q59HC6
caffeine,1788,DNA methyltransferase 3 alpha,DNMT3A,Q9Y6K1,Q9Y6K1;A0A0C4DG02;F8WE91;Q59HC6
caffeine,1788,DNA methyltransferase 3 alpha,DNMT3A,Q9Y6K1,Q9Y6K1;A0A0C4DG02;F8WE91;Q59HC6
caffeine,1788,DNA methyltransferase 3 alpha,DNMT3A,Q9Y6K1,Q9Y6K1;A0A0C4DG02;F8WE91;Q59HC6
caffeine,1789,DNA methyltransferase 3 beta,DNMT3B,Q9UBC3,Q9UBC3;A0A8Q3SIG2
caffeine,1789,DNA methyltransferase 3 beta,DNMT3B,Q9UBC3,Q9UBC3;A0A8Q3SIG2
caffeine,1789,DNA methyltransferase 3 beta,DNMT3B,Q9UBC3,Q9UBC3;A0A8Q3SIG2
caffeine,1789,DNA methyltransferase 3 beta,DNMT3B,Q9UBC3,Q9UBC3;A0A8Q3SIG2
caffeine,1793,dedicator of cytokinesis 1,DOCK1,Q14185,Q14185;A0A096LNH6;A0A2X0U2H5;B2RUU3
caffeine,1793,dedicator of cytokinesis 1,DOCK1,Q14185,Q14185;A0A096LNH6;A0A2X0U2H5;B2RUU3
caffeine,1796,docking protein 1,DOK1,Q99704,Q99704;B3KP83;B4DJN1;Q14CB2;Q2TA81
caffeine,1796,docking protein 1,DOK1,Q99704,Q99704;B3KP83;B4DJN1;Q14CB2;Q2TA81
caffeine,1803,dipeptidyl peptidase 4,DPP4,P27487,P27487;A0A7I2V2X8
caffeine,1803,dipeptidyl peptidase 4,DPP4,P27487,P27487;A0A7I2V2X8
caffeine,1808,dihydropyrimidinase like 2,DPYSL2,Q16555,Q16555;A0A1C7CYX9;Q59GB4
caffeine,1808,dihydropyrimidinase like 2,DPYSL2,Q16555,Q16555;A0A1C7CYX9;Q59GB4
caffeine,1810,down-regulator of transcription 1,DR1,Q01658,Q01658;Q658N3
caffeine,1810,down-regulator of transcription 1,DR1,Q01658,Q01658;Q658N3
caffeine,1813,dopamine receptor D2,DRD2,P14416,P14416;F8VUV1
caffeine,1813,dopamine receptor D2,DRD2,P14416,P14416;F8VUV1
caffeine,1813,dopamine receptor D2,DRD2,P14416,P14416;F8VUV1
caffeine,1813,dopamine receptor D2,DRD2,P14416,P14416;F8VUV1
caffeine,1813,dopamine receptor D2,DRD2,P14416,P14416;F8VUV1
caffeine,1813,dopamine receptor D2,DRD2,P14416,P14416;F8VUV1
caffeine,1813,dopamine receptor D2,DRD2,P14416,P14416;F8VUV1
caffeine,1820,AT-rich interaction domain 3A,ARID3A,Q99856,Q99856
caffeine,1822,atrophin 1,ATN1,P54259,P54259;Q86V38
caffeine,1824,desmocollin 2,DSC2,Q02487,Q02487;A0A3B3ISU0;A0AAQ5BGT5
caffeine,1824,desmocollin 2,DSC2,Q02487,Q02487;A0A3B3ISU0;A0AAQ5BGT5
caffeine,1832,desmoplakin,DSP,P15924,P15924;A0AAQ5BH43;B4DKX6
caffeine,1832,desmoplakin,DSP,P15924,P15924;A0AAQ5BH43;B4DKX6
caffeine,1833,epiphycan,EPYC,Q99645,Q99645
caffeine,1833,epiphycan,EPYC,Q99645,Q99645
caffeine,1836,solute carrier family 26 member 2,SLC26A2,P50443,P50443
caffeine,1836,solute carrier family 26 member 2,SLC26A2,P50443,P50443
caffeine,1837,dystrobrevin alpha,DTNA,Q9Y4J8,Q9Y4J8;A0A7P0T9L1;A0A7P0TBH9;A0A7P0Z4D7;B7Z3X3
caffeine,1837,dystrobrevin alpha,DTNA,Q9Y4J8,Q9Y4J8;A0A7P0T9L1;A0A7P0TBH9;A0A7P0Z4D7;B7Z3X3
caffeine,1850,dual specificity phosphatase 8,DUSP8,Q13202,Q13202
caffeine,1850,dual specificity phosphatase 8,DUSP8,Q13202,Q13202
caffeine,1852,dual specificity phosphatase 9,DUSP9,Q99956,Q99956;B2RAL9;Q6P9C2
caffeine,1852,dual specificity phosphatase 9,DUSP9,Q99956,Q99956;B2RAL9;Q6P9C2
caffeine,1856,dishevelled segment polarity protein 2,DVL2,O14641,O14641
caffeine,1856,dishevelled segment polarity protein 2,DVL2,O14641,O14641
caffeine,1857,dishevelled segment polarity protein 3,DVL3,Q92997,Q92997
caffeine,1857,dishevelled segment polarity protein 3,DVL3,Q92997,Q92997
caffeine,1859,dual specificity tyrosine phosphorylation regulated kinase 1A,DYRK1A,Q13627,Q13627;A0A2R8Y6I6
caffeine,1859,dual specificity tyrosine phosphorylation regulated kinase 1A,DYRK1A,Q13627,Q13627;A0A2R8Y6I6
caffeine,1869,E2F transcription factor 1,E2F1,Q01094,Q01094;Q9BSD8
caffeine,1869,E2F transcription factor 1,E2F1,Q01094,Q01094;Q9BSD8
caffeine,1874,E2F transcription factor 4,E2F4,Q16254,Q16254
caffeine,1874,E2F transcription factor 4,E2F4,Q16254,Q16254
caffeine,1893,extracellular matrix protein 1,ECM1,Q16610,Q16610;A0A140VJI7
caffeine,1893,extracellular matrix protein 1,ECM1,Q16610,Q16610;A0A140VJI7
caffeine,1894,epithelial cell transforming 2,ECT2,Q9H8V3,Q9H8V3
caffeine,1894,epithelial cell transforming 2,ECT2,Q9H8V3,Q9H8V3
caffeine,1906,endothelin 1,EDN1,P05305,P05305;Q6FH53
caffeine,1906,endothelin 1,EDN1,P05305,P05305;Q6FH53
caffeine,1915,eukaryotic translation elongation factor 1 alpha 1,EEF1A1,P68104,P68104;Q6IPS9
caffeine,1915,eukaryotic translation elongation factor 1 alpha 1,EEF1A1,P68104,P68104;Q6IPS9
caffeine,1915,eukaryotic translation elongation factor 1 alpha 1,EEF1A1,P68104,P68104;Q6IPS9
caffeine,1915,eukaryotic translation elongation factor 1 alpha 1,EEF1A1,P68104,P68104;Q6IPS9
caffeine,1933,eukaryotic translation elongation factor 1 beta 2,EEF1B2,P24534,P24534
caffeine,1933,eukaryotic translation elongation factor 1 beta 2,EEF1B2,P24534,P24534
caffeine,1936,eukaryotic translation elongation factor 1 delta,EEF1D,P29692,P29692;B2RAR6
caffeine,1936,eukaryotic translation elongation factor 1 delta,EEF1D,P29692,P29692;B2RAR6
caffeine,1936,eukaryotic translation elongation factor 1 delta,EEF1D,P29692,P29692;B2RAR6
caffeine,1936,eukaryotic translation elongation factor 1 delta,EEF1D,P29692,P29692;B2RAR6
caffeine,1937,eukaryotic translation elongation factor 1 gamma,EEF1G,P26641,P26641;Q53YD7
caffeine,1937,eukaryotic translation elongation factor 1 gamma,EEF1G,P26641,P26641;Q53YD7
caffeine,1938,eukaryotic translation elongation factor 2,EEF2,P13639,P13639
caffeine,1938,eukaryotic translation elongation factor 2,EEF2,P13639,P13639
caffeine,1938,eukaryotic translation elongation factor 2,EEF2,P13639,P13639
caffeine,1938,eukaryotic translation elongation factor 2,EEF2,P13639,P13639
caffeine,1942,ephrin A1,EFNA1,P20827,P20827
caffeine,1942,ephrin A1,EFNA1,P20827,P20827
caffeine,1949,ephrin B3,EFNB3,Q15768,Q15768
caffeine,1949,ephrin B3,EFNB3,Q15768,Q15768
caffeine,1958,early growth response 1,EGR1,P18146,P18146;Q546S1
caffeine,1958,early growth response 1,EGR1,P18146,P18146;Q546S1
caffeine,1958,early growth response 1,EGR1,P18146,P18146;Q546S1
caffeine,1958,early growth response 1,EGR1,P18146,P18146;Q546S1
caffeine,1962,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,EHHADH,Q08426,Q08426
caffeine,1962,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,EHHADH,Q08426,Q08426
caffeine,1969,EPH receptor A2,EPHA2,P29317,P29317
caffeine,1969,EPH receptor A2,EPHA2,P29317,P29317
caffeine,1975,eukaryotic translation initiation factor 4B,EIF4B,P23588,P23588;B4DRM3;E7EX17;Q7Z5Y0
caffeine,1975,eukaryotic translation initiation factor 4B,EIF4B,P23588,P23588;B4DRM3;E7EX17;Q7Z5Y0
caffeine,1977,eukaryotic translation initiation factor 4E,EIF4E,P06730,P06730;D6RBW1;Q32Q75;X5D7E3
caffeine,1977,eukaryotic translation initiation factor 4E,EIF4E,P06730,P06730;D6RBW1;Q32Q75;X5D7E3
caffeine,1977,eukaryotic translation initiation factor 4E,EIF4E,P06730,P06730;D6RBW1;Q32Q75;X5D7E3
caffeine,1977,eukaryotic translation initiation factor 4E,EIF4E,P06730,P06730;D6RBW1;Q32Q75;X5D7E3
caffeine,1978,eukaryotic translation initiation factor 4E binding protein 1,EIF4EBP1,Q13541,Q13541
caffeine,1978,eukaryotic translation initiation factor 4E binding protein 1,EIF4EBP1,Q13541,Q13541
caffeine,1978,eukaryotic translation initiation factor 4E binding protein 1,EIF4EBP1,Q13541,Q13541
caffeine,1978,eukaryotic translation initiation factor 4E binding protein 1,EIF4EBP1,Q13541,Q13541
caffeine,1979,eukaryotic translation initiation factor 4E binding protein 2,EIF4EBP2,Q13542,Q13542
caffeine,1979,eukaryotic translation initiation factor 4E binding protein 2,EIF4EBP2,Q13542,Q13542
caffeine,1981,eukaryotic translation initiation factor 4 gamma 1,EIF4G1,Q04637,Q04637;B2RU06;B2RU10;B4DSI9;O95065;Q96I65
caffeine,1981,eukaryotic translation initiation factor 4 gamma 1,EIF4G1,Q04637,Q04637;B2RU06;B2RU10;B4DSI9;O95065;Q96I65
caffeine,1983,eukaryotic translation initiation factor 5,EIF5,P55010,P55010
caffeine,1983,eukaryotic translation initiation factor 5,EIF5,P55010,P55010
caffeine,1983,eukaryotic translation initiation factor 5,EIF5,P55010,P55010
caffeine,1983,eukaryotic translation initiation factor 5,EIF5,P55010,P55010
caffeine,1984,eukaryotic translation initiation factor 5A,EIF5A,P63241,P63241
caffeine,1984,eukaryotic translation initiation factor 5A,EIF5A,P63241,P63241
caffeine,1992,serpin family B member 1,SERPINB1,P30740,P30740;V9HWH1
caffeine,1992,serpin family B member 1,SERPINB1,P30740,P30740;V9HWH1
caffeine,1994,ELAV like RNA binding protein 1,ELAVL1,Q15717,Q15717
caffeine,1994,ELAV like RNA binding protein 1,ELAVL1,Q15717,Q15717
caffeine,1997,E74 like ETS transcription factor 1,ELF1,P32519,P32519
caffeine,1997,E74 like ETS transcription factor 1,ELF1,P32519,P32519
caffeine,1998,E74 like ETS transcription factor 2,ELF2,Q15723,Q15723;B7Z720
caffeine,1998,E74 like ETS transcription factor 2,ELF2,Q15723,Q15723;B7Z720
caffeine,2000,E74 like ETS transcription factor 4,ELF4,Q99607,Q99607
caffeine,2000,E74 like ETS transcription factor 4,ELF4,Q99607,Q99607
caffeine,2010,emerin,EMD,P50402,P50402
caffeine,2010,emerin,EMD,P50402,P50402
caffeine,2011,microtubule affinity regulating kinase 2,MARK2,Q7KZI7,Q7KZI7;A0A140VJP1;A8K2S4
caffeine,2011,microtubule affinity regulating kinase 2,MARK2,Q7KZI7,Q7KZI7;A0A140VJP1;A8K2S4
caffeine,2017,cortactin,CTTN,Q14247,Q14247;Q53HG7
caffeine,2017,cortactin,CTTN,Q14247,Q14247;Q53HG7
caffeine,2023,enolase 1,ENO1,P06733,P06733;A0A024R4F1;A0A2R8Y6G6
caffeine,2023,enolase 1,ENO1,P06733,P06733;A0A024R4F1;A0A2R8Y6G6
caffeine,2023,enolase 1,ENO1,P06733,P06733;A0A024R4F1;A0A2R8Y6G6
caffeine,2023,enolase 1,ENO1,P06733,P06733;A0A024R4F1;A0A2R8Y6G6
caffeine,2026,enolase 2,ENO2,P09104,P09104;Q6FHV6
caffeine,2026,enolase 2,ENO2,P09104,P09104;Q6FHV6
caffeine,2030,solute carrier family 29 member 1 (Augustine blood group),SLC29A1,Q99808,Q99808
caffeine,2030,solute carrier family 29 member 1 (Augustine blood group),SLC29A1,Q99808,Q99808
caffeine,2033,EP300 lysine acetyltransferase,EP300,Q09472,Q09472;A0A669KB12;Q7Z6C1
caffeine,2033,EP300 lysine acetyltransferase,EP300,Q09472,Q09472;A0A669KB12;Q7Z6C1
caffeine,2035,erythrocyte membrane protein band 4.1,EPB41,P11171,P11171;A0A2R8Y5G2;A0A2R8Y5Z6;A0A2R8Y6D0;A0A2R8Y7Y3;A0A2R8YD30;A0A2U3TZH6;A0A994J847;Q1WWM3;Q29RX4;Q59F12
caffeine,2035,erythrocyte membrane protein band 4.1,EPB41,P11171,P11171;A0A2R8Y5G2;A0A2R8Y5Z6;A0A2R8Y6D0;A0A2R8Y7Y3;A0A2R8YD30;A0A2U3TZH6;A0A994J847;Q1WWM3;Q29RX4;Q59F12
caffeine,2036,erythrocyte membrane protein band 4.1 like 1,EPB41L1,Q9H4G0,Q9H4G0;A0A0C4DH22;B7Z653
caffeine,2036,erythrocyte membrane protein band 4.1 like 1,EPB41L1,Q9H4G0,Q9H4G0;A0A0C4DH22;B7Z653
caffeine,2037,erythrocyte membrane protein band 4.1 like 2,EPB41L2,O43491,O43491;A0A994J5B1;B4DJ76;E9PHY5;E9PII3;I6L9B1;Q59FD8
caffeine,2037,erythrocyte membrane protein band 4.1 like 2,EPB41L2,O43491,O43491;A0A994J5B1;B4DJ76;E9PHY5;E9PII3;I6L9B1;Q59FD8
caffeine,2039,dematin actin binding protein,DMTN,Q08495,Q08495
caffeine,2039,dematin actin binding protein,DMTN,Q08495,Q08495
caffeine,2041,EPH receptor A1,EPHA1,P21709,P21709
caffeine,2041,EPH receptor A1,EPHA1,P21709,P21709
caffeine,2050,EPH receptor B4,EPHB4,P54760,P54760;Q541P7;Q96L35
caffeine,2050,EPH receptor B4,EPHB4,P54760,P54760;Q541P7;Q96L35
caffeine,2058,glutamyl-prolyl-tRNA synthetase 1,EPRS1,P07814,P07814
caffeine,2058,glutamyl-prolyl-tRNA synthetase 1,EPRS1,P07814,P07814
caffeine,2059,"EGFR pathway substrate 8, signaling adaptor",EPS8,Q12929,Q12929;B4E3T6
caffeine,2059,"EGFR pathway substrate 8, signaling adaptor",EPS8,Q12929,Q12929;B4E3T6
caffeine,2060,epidermal growth factor receptor pathway substrate 15,EPS15,P42566,P42566;A0A994J5A3;A0A994J5J3;B7Z240
caffeine,2060,epidermal growth factor receptor pathway substrate 15,EPS15,P42566,P42566;A0A994J5A3;A0A994J5J3;B7Z240
caffeine,2063,nuclear receptor subfamily 2 group F member 6,NR2F6,P10588,P10588;F1D8R3
caffeine,2063,nuclear receptor subfamily 2 group F member 6,NR2F6,P10588,P10588;F1D8R3
caffeine,2064,erb-b2 receptor tyrosine kinase 2,ERBB2,P04626,P04626;B4DTR1;F5H1T4;J3QLU9;X5DNK3
caffeine,2064,erb-b2 receptor tyrosine kinase 2,ERBB2,P04626,P04626;B4DTR1;F5H1T4;J3QLU9;X5DNK3
caffeine,2065,erb-b2 receptor tyrosine kinase 3,ERBB3,P21860,P21860
caffeine,2065,erb-b2 receptor tyrosine kinase 3,ERBB3,P21860,P21860
caffeine,2072,"ERCC excision repair 4, endonuclease catalytic subunit",ERCC4,Q92889,Q92889;A0A1W1GSK9;A0A804HKF9;B4DXD8
caffeine,2072,"ERCC excision repair 4, endonuclease catalytic subunit",ERCC4,Q92889,Q92889;A0A1W1GSK9;A0A804HKF9;B4DXD8
caffeine,2073,"ERCC excision repair 5, endonuclease",ERCC5,P28715,P28715
caffeine,2073,"ERCC excision repair 5, endonuclease",ERCC5,P28715,P28715
caffeine,2074,"ERCC excision repair 6, chromatin remodeling factor",ERCC6,P0DP91,P0DP91;Q03468;Q59FF6
caffeine,2074,"ERCC excision repair 6, chromatin remodeling factor",ERCC6,P0DP91,P0DP91;Q03468;Q59FF6
caffeine,2077,ETS2 repressor factor,ERF,P50548,P50548
caffeine,2077,ETS2 repressor factor,ERF,P50548,P50548
caffeine,2081,endoplasmic reticulum to nucleus signaling 1,ERN1,O75460,O75460
caffeine,2081,endoplasmic reticulum to nucleus signaling 1,ERN1,O75460,O75460
caffeine,2098,esterase D,ESD,P10768,P10768;A0A140VJJ2
caffeine,2098,esterase D,ESD,P10768,P10768;A0A140VJJ2
caffeine,2101,estrogen related receptor alpha,ESRRA,P11474,P11474;Q569H8
caffeine,2101,estrogen related receptor alpha,ESRRA,P11474,P11474;Q569H8
caffeine,2108,electron transfer flavoprotein subunit alpha,ETFA,P13804,P13804;A0A0S2Z3L0
caffeine,2108,electron transfer flavoprotein subunit alpha,ETFA,P13804,P13804;A0A0S2Z3L0
caffeine,2117,ETS variant transcription factor 3,ETV3,P41162,P41162
caffeine,2117,ETS variant transcription factor 3,ETV3,P41162,P41162
caffeine,2118,ETS variant transcription factor 4,ETV4,P43268,P43268
caffeine,2118,ETS variant transcription factor 4,ETV4,P43268,P43268
caffeine,2119,ETS variant transcription factor 5,ETV5,P41161,P41161
caffeine,2119,ETS variant transcription factor 5,ETV5,P41161,P41161
caffeine,2120,ETS variant transcription factor 6,ETV6,P41212,P41212;A0A0S2Z3C9;A0A0S2Z3N6
caffeine,2120,ETS variant transcription factor 6,ETV6,P41212,P41212;A0A0S2Z3C9;A0A0S2Z3N6
caffeine,2138,EYA transcriptional coactivator and phosphatase 1,EYA1,Q99502,Q99502;A0A2R8Y6K4;A0A2R8YET7;A0A2R8YGM9;A6NCB9;B3KXR1;F8WB53;Q0P517
caffeine,2138,EYA transcriptional coactivator and phosphatase 1,EYA1,Q99502,Q99502;A0A2R8Y6K4;A0A2R8YET7;A0A2R8YGM9;A6NCB9;B3KXR1;F8WB53;Q0P517
caffeine,2139,EYA transcriptional coactivator and phosphatase 2,EYA2,O00167,O00167;E7ETN2
caffeine,2139,EYA transcriptional coactivator and phosphatase 2,EYA2,O00167,O00167;E7ETN2
caffeine,2167,fatty acid binding protein 4,FABP4,P15090,P15090;E7DVW4
caffeine,2167,fatty acid binding protein 4,FABP4,P15090,P15090;E7DVW4
caffeine,2178,FA complementation group E,FANCE,Q9HB96,Q9HB96;A0A8Q3WL50;A0A8Q3WMB8
caffeine,2178,FA complementation group E,FANCE,Q9HB96,Q9HB96;A0A8Q3WL50;A0A8Q3WMB8
caffeine,2181,acyl-CoA synthetase long chain family member 3,ACSL3,O95573,O95573
caffeine,2181,acyl-CoA synthetase long chain family member 3,ACSL3,O95573,O95573
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2186,bromodomain PHD finger transcription factor,BPTF,Q12830,Q12830;J3QQK4
caffeine,2193,phenylalanyl-tRNA synthetase subunit alpha,FARSA,Q9Y285,Q9Y285;Q6IBR2
caffeine,2193,phenylalanyl-tRNA synthetase subunit alpha,FARSA,Q9Y285,Q9Y285;Q6IBR2
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2195,FAT atypical cadherin 1,FAT1,Q14517,Q14517
caffeine,2195,FAT atypical cadherin 1,FAT1,Q14517,Q14517
caffeine,2197,FAU ubiquitin like and ribosomal protein S30 fusion,FAU,P62861,P62861
caffeine,2197,FAU ubiquitin like and ribosomal protein S30 fusion,FAU,P62861,P62861
caffeine,2199,fibulin 2,FBLN2,P98095,P98095;Q86V58
